,rating,title,genres,genres.1,genres.2,% budget recovered,% of gross from domestic,% of gross from international,budget (m),decade,domestic gross (m),international gross (m),worldwide gross,worldwide gross (m),x times budget recovered,year
101008,,Hotel Transylvania 2,,,,594%,35.7%,64.3%,80.0,2010's,170.0,305.0,"475,186,706",475.0,5.9,2015.0
101009,,Hotel Transylvania 3: Summer Vacation,,,,661%,31.7%,68.3%,80.0,2010's,168.0,361.0,"528,583,774",529.0,6.6,2018.0
101010,,How the Grinch Stole Christmas,,,,281%,75.4%,24.6%,123.0,2000's,261.0,85.0,"345,823,032",346.0,2.8,2000.0
101011,,How to Train Your Dragon,,,,300%,44.0%,56.0%,165.0,2010's,218.0,277.0,"494,879,471",495.0,3.0,2010.0
101012,,How to Train Your Dragon 2,,,,429%,28.5%,71.5%,145.0,2010's,177.0,445.0,"621,537,519",622.0,4.3,2014.0
101013,,How to Train Your Dragon: The Hidden World,,,,407%,30.7%,69.3%,129.0,2010's,161.0,364.0,"524,580,592",525.0,4.1,2019.0
101014,,I Am Legend,,,,390%,43.8%,56.2%,150.0,2000's,256.0,329.0,"585,410,052",585.0,3.9,2007.0
101015,,I Can Only Imagine,,,,1193%,100.0%,0.0%,7.0,2010's,83.0,0.0,"83,482,352",83.0,11.9,2018.0
101016,,"I, Robot",,,,294%,41.0%,59.0%,120.0,2000's,145.0,208.0,"353,133,898",353.0,2.9,2004.0
101017,,Ice Age,,,,639%,46.0%,54.0%,60.0,2000's,176.0,207.0,"383,257,136",383.0,6.4,2002.0
101018,,Ice Age: Collision Course,,,,389%,15.7%,84.3%,105.0,2010's,64.0,345.0,"408,754,975",409.0,3.9,2016.0
101019,,Ice Age: Continental Drift,,,,923%,18.4%,81.6%,95.0,2010's,161.0,716.0,"877,244,782",877.0,9.2,2012.0
101020,,Ice Age: Dawn of the Dinosaurs,,,,985%,22.2%,77.8%,90.0,2000's,197.0,690.0,"886,686,817",887.0,9.9,2009.0
101021,,Ice Age: The Meltdown,,,,834%,29.3%,70.7%,80.0,2000's,195.0,472.0,"667,094,506",667.0,8.3,2006.0
101022,,Inception,,,,523%,35.0%,65.0%,160.0,2010's,293.0,544.0,"836,848,102",837.0,5.2,2010.0
101023,,Incredibles 2,,,,622%,49.0%,51.0%,200.0,2010's,609.0,635.0,"1,243,089,244",1243.0,6.2,2018.0
101024,,Independence Day,,,,1090%,37.5%,62.5%,75.0,1990's,306.0,511.0,"817,400,891",817.0,10.9,1996.0
101025,,Independence Day: Resurgence,,,,236%,26.5%,73.5%,165.0,2010's,103.0,287.0,"389,681,935",390.0,2.4,2016.0
101026,,Indiana Jones & the Last Crusade,,,,988%,41.6%,58.4%,48.0,1980's,197.0,277.0,"474,171,806",474.0,9.9,1989.0
101027,,Indiana Jones and the Kingdom of the Crystal Skull,,,,427%,40.1%,59.9%,185.0,2000's,317.0,474.0,"790,653,942",791.0,4.3,2008.0
101028,,Indiana Jones and the Temple of Doom,,,,1190%,54.0%,46.0%,28.0,1980's,180.0,153.0,"333,107,271",333.0,11.9,1984.0
101029,,Inglourious Basterds,,,,459%,37.5%,62.5%,70.0,2000's,121.0,201.0,"321,457,747",321.0,4.6,2009.0
101030,,Inside Out,,,,491%,41.6%,58.4%,175.0,2010's,357.0,502.0,"858,848,019",859.0,4.9,2015.0
101031,,Insidious,,,,4485%,80.3%,19.7%,1.5,2010's,54.0,133.0,"67,280,000",67.0,44.9,2011.0
101032,,Insidious: Chpt 3,,,,1095%,47.7%,52.3%,10.0,2010's,52.0,573.0,"109,518,558",110.0,11.0,2015.0
101033,,Insidious: The Last Key,,,,1677%,40.2%,59.8%,10.0,2010's,67.0,1004.0,"167,700,948",168.0,16.8,2018.0
101034,,Insidious Chpt 2,,,,3238%,51.6%,48.4%,5.0,2010's,83.0,783.0,"161,919,318",162.0,32.4,2013.0
101035,,Instructions Not Included,,,,1801%,44.9%,55.1%,5.5,2010's,44.0,546.0,"99,067,206",99.0,18.0,2013.0
101036,,Interstellar,,,,469%,24.3%,75.7%,165.0,2010's,188.0,586.0,"773,897,851",774.0,4.7,2014.0
101037,,Iron Man,,,,418%,54.5%,45.5%,140.0,2000's,319.0,267.0,"585,796,247",586.0,4.2,2008.0
101038,,Iron Man 2,,,,312%,50.1%,49.9%,200.0,2010's,312.0,312.0,"623,933,331",624.0,3.1,2010.0
101039,,Iron Man 3,,,,607%,33.7%,66.3%,200.0,2010's,409.0,806.0,"1,214,811,252",1215.0,6.1,2013.0
101040,,It,,,,1755%,46.9%,53.1%,40.0,2010's,329.0,373.0,"701,842,551",702.0,17.5,2017.0
101041,,It Chapter Two,,,,599%,44.7%,55.3%,79.0,2010's,212.0,262.0,"473,122,525",473.0,6.0,2019.0
101042,,Jason Bourne,,,,346%,39.1%,60.9%,120.0,2010's,162.0,253.0,"415,484,914",415.0,3.5,2016.0
101043,,Jaws,,,,5295%,55.8%,44.2%,9.0,1970's,266.0,211.0,"476,512,065",477.0,52.9,1975.0
101044,,Jigsaw,,,,1010%,37.5%,62.5%,10.0,2010's,37.0,631.0,"101,020,014",101.0,10.1,2017.0
101045,,John Wick: Chapter 3 - Parabellum,,,,438%,52.1%,47.9%,75.0,2010's,171.0,157.0,"328,349,387",328.0,4.4,2019.0
101046,,Joker,,,,1578%,30.4%,69.6%,70.0,2010's,335.0,769.0,"1,104,943,613",1105.0,15.8,2019.0
101047,,Journey 2: The Mysterious Island,,,,419%,31.0%,69.0%,80.0,2010's,104.0,231.0,"335,287,748",335.0,4.2,2012.0
101048,,Jumanji: The Next Level,,,,607%,40.0%,60.0%,132.0,2010's,320.0,481.0,"801,693,929",802.0,6.1,2019.0
101049,,Jumanji: Welcome to the Jungle,,,,1069%,42.0%,58.0%,90.0,2010's,405.0,558.0,"962,542,945",963.0,10.7,2017.0
101050,,Juno,,,,3082%,62.1%,37.9%,7.5,2000's,143.0,877.0,"231,184,173",231.0,30.8,2007.0
101051,,Jurassic Park,,,,1762%,36.4%,63.6%,63.0,1990's,404.0,706.0,"1,109,802,321",1110.0,17.6,1993.0
101052,,Jurassic Park III,,,,397%,49.1%,50.9%,93.0,2000's,181.0,188.0,"368,780,809",369.0,4.0,2001.0
101053,,Jurassic World,,,,1114%,39.1%,60.9%,150.0,2010's,653.0,1018.0,"1,671,537,444",1672.0,11.1,2015.0
101054,,Jurassic World: Dominion,,,,541%,37.6%,62.4%,185.0,2020's,376.0,625.0,"1,001,136,080",1001.0,5.4,2022.0
101055,,Jurassic World: Fallen Kingdom,,,,701%,31.9%,68.1%,187.0,2010's,418.0,893.0,"1,310,466,296",1310.0,7.0,2018.0
101056,,Justice League,,,,219%,34.8%,65.2%,300.0,2010's,229.0,429.0,"657,926,987",658.0,2.2,2017.0
101057,,King Kong,,,,269%,39.2%,60.8%,207.0,2000's,218.0,339.0,"556,906,378",557.0,2.7,2005.0
101058,,Kingsman: The Golden Circle,,,,395%,24.4%,75.6%,104.0,2010's,100.0,311.0,"410,902,662",411.0,4.0,2017.0
101059,,Kingsman: The Secret Service,,,,441%,31.0%,69.0%,94.0,2010's,128.0,286.0,"414,351,546",414.0,4.4,2015.0
101060,,Knives Out,,,,782%,52.8%,47.2%,40.0,2010's,165.0,148.0,"312,897,920",313.0,7.8,2019.0
101061,,Kong: Skull Island,,,,306%,29.7%,70.3%,185.0,2010's,168.0,399.0,"566,652,812",567.0,3.1,2017.0
101062,,Kung Fu Panda,,,,486%,34.1%,65.9%,130.0,2000's,216.0,416.0,"632,083,197",632.0,4.9,2008.0
101063,,Kung Fu Panda 2,,,,444%,24.8%,75.2%,150.0,2010's,165.0,500.0,"665,692,281",666.0,4.4,2011.0
101064,,Kung Fu Panda 3,,,,359%,27.5%,72.5%,145.0,2010's,144.0,378.0,"521,170,825",521.0,3.6,2016.0
101065,,La La Land,,,,1571%,32.1%,67.9%,30.0,2010's,151.0,320.0,"471,226,899",471.0,15.7,2016.0
101066,,Les Misérables,,,,725%,33.6%,66.4%,61.0,2010's,149.0,293.0,"442,299,309",442.0,7.3,2012.0
101067,,Lethal Weapon 3,,,,919%,45.0%,55.0%,35.0,1990's,145.0,177.0,"321,731,527",322.0,9.2,1992.0
101068,,Life of Pi,,,,508%,20.5%,79.5%,120.0,2010's,125.0,484.0,"609,016,565",609.0,5.1,2012.0
101069,,Lights Out,,,,3036%,45.2%,54.8%,4.9,2010's,67.0,815.0,"148,768,835",149.0,30.4,2016.0
101070,,Lion,,,,1242%,4.8%,95.0%,12.0,2010's,7.0,1416.0,"148,768,835",149.0,12.4,2016.0
101071,,Little Fockers,,,,311%,47.8%,52.2%,100.0,2010's,148.0,162.0,"310,650,585",311.0,3.1,2010.0
101072,,Live Free or Die Hard,,,,353%,34.7%,65.3%,110.0,2000's,135.0,254.0,"388,156,011",388.0,3.5,2007.0
101073,,Logan,,,,516%,36.5%,63.5%,120.0,2010's,226.0,393.0,"619,179,950",619.0,5.2,2017.0
101074,,LOTR: The Fellowship of the Ring,,,,966%,35.2%,64.8%,93.0,2000's,316.0,582.0,"898,182,036",898.0,9.7,2001.0
101075,,LOTR: The Return of the King,,,,1220%,33.0%,67.0%,94.0,2000's,378.0,768.0,"1,146,436,214",1146.0,12.2,2003.0
101076,,LOTR: Two Towers,,,,1008%,36.2%,63.8%,94.0,2000's,343.0,605.0,"947,939,315",948.0,10.1,2002.0
101077,,Lucy,,,,1203%,27.0%,73.0%,39.0,2010's,127.0,342.0,"469,058,574",469.0,12.0,2014.0
101078,,Mad Max: Fury Road,,,,211%,39.6%,60.4%,185.0,2010's,154.0,235.0,"389,561,515",390.0,2.1,2015.0
101079,,Madagascar,,,,723%,35.7%,64.3%,75.0,2000's,194.0,348.0,"542,063,846",542.0,7.2,2005.0
101080,,Madagascar 3: Europe's Most Wanted,,,,515%,29.0%,71.0%,145.0,2010's,216.0,531.0,"746,921,274",747.0,5.2,2012.0
101081,,Madagascar: Escape 2 Africa,,,,403%,29.8%,70.2%,150.0,2000's,180.0,424.0,"603,900,354",604.0,4.0,2008.0
101082,,Magic Mike,,,,2389%,68.0%,32.0%,7.0,2010's,113.0,535.0,"167,221,571",167.0,23.9,2012.0
101083,,Maleficent,,,,421%,31.8%,68.2%,180.0,2010's,241.0,517.0,"758,411,779",758.0,4.2,2014.0
101084,,Maleficent: Mistress of Evil,,,,266%,23.2%,76.8%,185.0,2010's,114.0,378.0,"491,730,089",492.0,2.7,2019.0
101085,,Mamma Mia!,,,,1175%,23.6%,76.4%,52.0,2000's,144.0,467.0,"611,257,819",611.0,11.8,2008.0
101086,,Mamma Mia! Here We Go Again,,,,536%,30.0%,70.0%,75.0,2010's,121.0,282.0,"402,264,843",402.0,5.4,2018.0
101087,,Man of Steel,,,,297%,43.6%,56.4%,225.0,2010's,291.0,377.0,"668,045,518",668.0,3.0,2013.0
101088,,Mary Poppins Returns,,,,269%,49.2%,50.8%,130.0,2010's,172.0,178.0,"349,546,142",350.0,2.7,2018.0
101089,,Maze Runner: The Scorch Trials,,,,512%,26.2%,73.8%,61.0,2010's,82.0,231.0,"312,296,056",312.0,5.1,2015.0
101090,,Me Before You,,,,1039%,27.1%,72.9%,20.0,2010's,56.0,1516.0,"207,845,075",208.0,10.4,2016.0
101091,,Meet the Fockers,,,,653%,53.4%,46.6%,80.0,2000's,279.0,243.0,"522,657,936",523.0,6.5,2004.0
101092,,Meet the Parents,,,,601%,50.3%,49.7%,55.0,2000's,166.0,164.0,"330,444,045",330.0,6.0,2000.0
101093,,Megamind,,,,248%,46.1%,53.9%,130.0,2010's,148.0,173.0,"321,885,765",322.0,2.5,2010.0
101094,,Men in Black,,,,655%,42.5%,57.5%,90.0,1990's,251.0,339.0,"589,390,539",589.0,6.5,1997.0
101095,,Men in Black 3,,,,291%,27.4%,72.6%,225.0,2010's,179.0,475.0,"654,213,485",654.0,2.9,2012.0
101096,,Men in Black II,,,,318%,43.5%,56.5%,140.0,2000's,194.0,251.0,"445,135,288",445.0,3.2,2002.0
101097,,Minions,,,,1567%,29.0%,71.0%,74.0,2010's,336.0,823.0,"1,159,444,662",1159.0,15.7,2015.0
101098,,Minions: The Rise of Gru,,,,1174%,39.3%,60.7%,80.0,2020's,370.0,570.0,"939,220,210",939.0,11.7,2022.0
101099,,Minority Report,,,,351%,36.8%,63.2%,102.0,2000's,132.0,226.0,"358,372,926",358.0,3.5,2002.0
101100,,Mission: Impossible,,,,572%,39.5%,60.5%,80.0,1990's,181.0,277.0,"457,696,391",458.0,5.7,1996.0
101101,,Mission: Impossible - Fallout,,,,445%,27.8%,72.2%,178.0,2010's,220.0,571.0,"791,657,398",792.0,4.4,2018.0
101102,,Mission: Impossible - Ghost Protocol,,,,479%,30.1%,69.9%,145.0,2010's,209.0,485.0,"694,713,380",695.0,4.8,2011.0
101103,,Mission: Impossible - Rogue Nation,,,,455%,28.6%,71.4%,150.0,2010's,195.0,488.0,"682,716,636",683.0,4.6,2015.0
101104,,Mission: Impossible II,,,,437%,39.4%,60.6%,125.0,2000's,215.0,331.0,"546,388,108",546.0,4.4,2000.0
101105,,Mission: Impossible III,,,,266%,33.6%,66.4%,150.0,2000's,134.0,264.0,"398,479,497",398.0,2.7,2006.0
101106,,Moana,,,,377%,37.7%,62.3%,175.0,2010's,249.0,412.0,"660,349,731",660.0,3.8,2016.0
101107,,Mockingjay - Part 1,,,,604%,44.6%,55.4%,125.0,2010's,337.0,418.0,"755,356,711",755.0,6.0,2014.0
101108,,Mockingjay - Part 2,,,,408%,43.1%,56.9%,160.0,2010's,282.0,372.0,"653,428,261",653.0,4.1,2015.0
101109,,Monsters University,,,,372%,36.1%,63.9%,200.0,2010's,268.0,475.0,"743,559,645",744.0,3.7,2013.0
101110,,Monsters vs. Aliens,,,,224%,52.0%,48.0%,170.0,2000's,198.0,183.0,"381,509,870",382.0,2.2,2009.0
101111,,"Monsters, Inc.",,,,504%,50.1%,49.9%,115.0,2000's,291.0,289.0,"579,707,738",580.0,5.0,2001.0
101112,,Mr. & Mrs. Smith,,,,443%,38.2%,61.8%,110.0,2000's,186.0,301.0,"487,287,646",487.0,4.4,2005.0
101113,,Mrs. Doubtfire,,,,1765%,49.7%,50.3%,25.0,1990's,219.0,222.0,"441,286,195",441.0,17.7,1993.0
101114,,Murder on the Orient Express,,,,641%,29.2%,70.8%,55.0,2010's,103.0,250.0,"352,794,081",353.0,6.4,2017.0
101115,,My Big Fat Greek Wedding,,,,7375%,65.5%,34.5%,5.0,2000's,241.0,127.0,"368,744,044",369.0,73.7,2002.0
101116,,National Treasure,,,,348%,49.8%,50.2%,100.0,2000's,173.0,175.0,"347,512,318",348.0,3.5,2004.0
101117,,National Treasure: Book of Secrets,,,,353%,47.9%,52.1%,130.0,2000's,220.0,239.0,"459,242,249",459.0,3.5,2007.0
101118,,Neighbors,,,,1490%,56.0%,44.0%,18.0,2010's,150.0,1180.0,"268,157,400",268.0,14.9,2014.0
101119,,Night at the Museum,,,,522%,43.7%,56.3%,110.0,2000's,251.0,324.0,"574,481,229",574.0,5.2,2006.0
101120,,Night at the Museum: Battle of the Smithsonian,,,,275%,42.9%,57.1%,150.0,2000's,177.0,236.0,"413,106,170",413.0,2.8,2009.0
101121,,Night at the Museum: Secret of the Tomb,,,,286%,31.3%,68.7%,127.0,2010's,114.0,249.0,"363,204,635",363.0,2.9,2014.0
101122,,No Escape,,,,12074%,50.1%,49.9%,0.45,2010's,27.0,271.0,"54,333,371",54.0,120.7,2015.0
101123,,No Time to Die,,,,310%,20.8%,79.2%,250.0,2020's,161.0,613.0,"774,153,007",774.0,3.1,2021.0
101124,,Noah,,,,287%,28.2%,71.8%,125.0,2010's,101.0,258.0,"359,200,044",359.0,2.9,2014.0
101125,,Notting Hill,,,,866%,31.9%,68.1%,42.0,1990's,116.0,248.0,"363,889,678",364.0,8.7,1999.0
101126,,Now You See Me,,,,469%,33.5%,66.5%,75.0,2010's,118.0,234.0,"351,723,989",352.0,4.7,2013.0
101127,,Now You See Me 2,,,,279%,19.4%,80.6%,120.0,2010's,65.0,270.0,"334,897,606",335.0,2.8,2016.0
101128,,Ocean's Eleven,,,,530%,40.7%,59.3%,85.0,2000's,183.0,267.0,"450,717,150",451.0,5.3,2001.0
101129,,Ocean's Thirteen,,,,366%,37.6%,62.4%,85.0,2000's,117.0,194.0,"311,312,624",311.0,3.7,2007.0
101130,,Ocean's Twelve,,,,330%,34.6%,65.4%,110.0,2000's,126.0,237.0,"362,744,280",363.0,3.3,2004.0
101131,,Once Upon a Time in Hollywood,,,,393%,37.7%,62.3%,96.0,2010's,143.0,235.0,"377,617,598",378.0,3.9,2019.0
101132,,Ouija,,,,2051%,49.6%,50.4%,5.0,2010's,50.0,517.0,"102,529,779",103.0,20.5,2014.0
101133,,Over the Hedge,,,,425%,45.6%,54.4%,80.0,2000's,155.0,185.0,"339,795,890",340.0,4.2,2006.0
101134,,Oz the Great and Powerful,,,,247%,47.6%,52.4%,200.0,2010's,235.0,258.0,"493,311,825",493.0,2.5,2013.0
101135,,Pacific Rim,,,,206%,24.8%,75.2%,200.0,2010's,102.0,309.0,"411,002,906",411.0,2.1,2013.0
101136,,Paranormal Activity ,,,,1293333%,55.6%,44.0%,0.015,2000's,107.0,854.0,"193,360,000",194.0,12933.3,2009.0
101137,,Paranormal Activity 2,,,,5900%,47.9%,52.4%,3.0,2010's,84.0,928.0,"177,510,000",177.0,59.0,2010.0
101138,,Paranormal Activity 3,,,,4140%,50.3%,25.4%,5.0,2010's,104.0,526.0,"156,600,000",207.0,41.4,2011.0
101139,,Paranormal Activity 4,,,,2857%,38.0%,62.6%,5.0,2010's,53.0,889.0,"142,838,957",142.0,28.6,2012.0
101140,,Paranormal Activity: The Marked Ones,,,,1818%,35.7%,64.3%,5.0,2010's,32.0,584.0,"90,904,854",91.0,18.2,2014.0
101141,,Parasite,,,,1066%,15.6%,84.4%,11.0,2010's,18.0,990.0,"117,305,012",117.3,10.7,2019.0
101142,,Pearl Harbor,,,,321%,44.2%,55.8%,140.0,2000's,199.0,251.0,"449,220,945",449.0,3.2,2001.0
101143,,Penguins of Madagascar,,,,283%,22.4%,77.6%,132.0,2010's,84.0,290.0,"373,515,621",374.0,2.8,2014.0
101144,,Peter Rabbit,,,,703%,32.8%,67.2%,50.0,2010's,115.0,236.0,"351,496,066",351.0,7.0,2018.0
101145,,Pirates of the Caribbean: At World's End,,,,320%,32.2%,67.8%,300.0,2000's,309.0,652.0,"960,996,492",961.0,3.2,2007.0
101146,,Pirates of the Caribbean: Dead Man's Chest,,,,474%,39.7%,60.3%,225.0,2000's,423.0,643.0,"1,066,179,747",1066.0,4.7,2006.0
101147,,Pirates of the Caribbean: Dead Men Tell No Tales,,,,346%,21.7%,78.3%,230.0,2010's,173.0,622.0,"794,881,442",795.0,3.5,2017.0
101148,,Pirates of the Caribbean: On Stranger Tides,,,,276%,23.0%,77.0%,379.0,2010's,241.0,805.0,"1,045,713,802",1046.0,2.8,2011.0
101149,,Pirates of the Caribbean: The Curse of the Black Pearl,,,,467%,46.7%,53.3%,140.0,2000's,305.0,349.0,"654,264,015",654.0,4.7,2003.0
101150,,Planet of the Apes,,,,362%,49.7%,50.3%,100.0,2000's,180.0,182.0,"362,211,740",362.0,3.6,2001.0
101151,,Pocahontas,,,,629%,40.9%,59.1%,55.0,1990's,142.0,205.0,"346,079,773",346.0,6.3,1995.0
101152,,Pokémon Detective Pikachu,,,,289%,33.3%,66.7%,150.0,2010's,144.0,289.0,"433,230,304",433.0,2.9,2019.0
101153,,Pretty Woman,,,,3310%,38.5%,61.5%,14.0,1990's,178.0,285.0,"463,406,268",463.0,33.1,1990.0
101154,,Prince Caspian,,,,187%,33.8%,66.2%,225.0,2000's,142.0,278.0,"419,665,568",420.0,1.9,2008.0
101155,,Prince of Persia: The Sands of Time,,,,182%,27.0%,73.0%,185.0,2000's,91.0,246.0,"336,365,676",336.0,1.8,2009.0
101156,,Prometheus,,,,310%,31.4%,68.6%,130.0,2010's,126.0,277.0,"403,354,469",403.0,3.1,2012.0
101157,,Puss in Boots,,,,427%,26.9%,73.1%,130.0,2010's,149.0,406.0,"554,987,477",555.0,4.3,2011.0
101158,,Quantum of Solace,,,,268%,28.6%,71.4%,220.0,2000's,168.0,421.0,"589,580,482",590.0,2.7,2008.0
101159,,Raiders of the Lost Ark,,,,1950%,63.6%,36.4%,20.0,1980's,248.0,142.0,"389,925,971",390.0,19.5,1981.0
101160,,Rain Man,,,,1419%,48.7%,51.3%,25.0,1980's,173.0,182.0,"354,825,435",355.0,14.2,1988.0
101161,,Ralph Breaks the Internet,,,,302%,38.0%,62.0%,175.0,2010's,201.0,328.0,"529,323,962",529.0,3.0,2018.0
101162,,Rampage,,,,357%,23.6%,76.4%,120.0,2010's,101.0,327.0,"428,028,233",428.0,3.6,2018.0
101163,,Ransom,,,,442%,44.1%,55.9%,70.0,1990's,136.0,173.0,"309,492,681",309.0,4.4,1996.0
101164,,Ratatouille,,,,416%,33.1%,66.9%,150.0,2000's,206.0,417.0,"623,726,085",624.0,4.2,2007.0
101165,,Resident Evil: The Final Chapter,,,,781%,8.6%,91.4%,40.0,2010's,27.0,285.0,"312,242,626",312.0,7.8,2016.0
101166,,Return of the Jedi,,,,1105%,65.1%,34.9%,43.0,1980's,309.0,166.0,"475,106,177",475.0,11.0,1983.0
101167,,Revenge of the Sith,,,,768%,43.8%,56.2%,113.0,2000's,380.0,488.0,"868,390,560",868.0,7.7,2005.0
101168,,Rio,,,,538%,29.7%,70.3%,90.0,2010's,144.0,340.0,"483,866,518",484.0,5.4,2011.0
101169,,Rio 2,,,,384%,26.4%,73.6%,130.0,2010's,132.0,367.0,"498,781,117",499.0,3.8,2014.0
101170,,Rise of the Planet of the Apes,,,,518%,36.7%,63.3%,93.0,2010's,177.0,305.0,"481,800,873",482.0,5.2,2011.0
101171,,Robin Hood,,,,162%,32.7%,67.3%,198.0,2010's,105.0,216.0,"321,669,741",322.0,1.6,2010.0
101172,,Robin Hood: Prince of Thieves,,,,814%,42.4%,57.6%,48.0,1990's,165.0,225.0,"390,493,908",390.0,8.1,1991.0
101173,,Rogue One,,,,385%,50.4%,49.6%,275.0,2010's,534.0,525.0,"1,058,682,142",1059.0,3.8,2016.0
101174,,Rush Hour 2,,,,386%,65.1%,34.9%,90.0,2000's,226.0,121.0,"347,325,802",347.0,3.9,2001.0
101175,,San Andreas,,,,431%,32.7%,67.3%,110.0,2010's,155.0,319.0,"474,009,154",474.0,4.3,2015.0
101176,,Saving Private Ryan,,,,689%,45.0%,55.0%,70.0,1990's,217.0,265.0,"482,349,603",482.0,6.9,1998.0
101177,,Saw IV,,,,1394%,45.4%,54.6%,10.0,2000's,63.0,761.0,"139,352,633",139.0,13.9,2007.0
101178,,Saw V,,,,1054%,49.8%,50.2%,10.8,2000's,56.0,571.0,"113,870,000",114.0,10.5,2008.0
101179,,Schindler's List,,,,1464%,30.1%,69.9%,22.0,1990's,97.0,225.0,"322,161,245",322.0,14.6,1993.0
101180,,Se7en,,,,1091%,30.6%,69.4%,30.0,1990's,100.0,227.0,"327,333,559",327.0,10.9,1995.0
101181,,Searching,,,,7538%,34.5%,65.5%,1.0,2010's,26.0,494.0,"75,383,741",75.0,75.4,2018.0
101182,,Semi-Pro,,,,1688%,76.3%,23.7%,2.6,2000's,33.0,104.0,"43,890,000",44.0,16.9,2008.0
101183,,Sex and the City,,,,644%,36.4%,63.6%,65.0,2000's,153.0,266.0,"418,765,519",419.0,6.4,2008.0
101184,,Shang-Chi,,,,288%,52.0%,48.0%,150.0,2020's,225.0,208.0,"432,243,292",432.0,2.9,2021.0
101185,,Shark Tale,,,,499%,42.9%,57.1%,75.0,2000's,161.0,214.0,"374,583,879",375.0,5.0,2004.0
101186,,Shazam!,,,,366%,38.4%,61.6%,100.0,2010's,140.0,226.0,"366,080,049",366.0,3.7,2019.0
101187,,Sherlock Holmes,,,,582%,39.9%,60.1%,90.0,2000's,209.0,315.0,"524,028,679",524.0,5.8,2009.0
101188,,Sherlock Holmes: A Game of Shadows,,,,435%,34.4%,65.6%,125.0,2010's,187.0,357.0,"543,848,418",544.0,4.4,2011.0
101189,,Shrek,,,,814%,54.9%,45.1%,60.0,2000's,268.0,220.0,"488,351,320",488.0,8.1,2001.0
101190,,Shrek 2,,,,619%,47.5%,52.5%,150.0,2000's,441.0,488.0,"928,760,770",929.0,6.2,2004.0
101191,,Shrek Forever After,,,,456%,31.7%,68.3%,165.0,2010's,239.0,514.0,"752,600,867",753.0,4.6,2010.0
101192,,Shrek the Third,,,,508%,39.7%,60.3%,160.0,2000's,323.0,491.0,"813,367,380",813.0,5.1,2007.0
101193,,Signs,,,,567%,55.8%,44.2%,72.0,2000's,228.0,180.0,"408,247,917",408.0,5.7,2002.0
101194,,Silver Linings Playbook,,,,1126%,55.9%,44.1%,21.0,2010's,132.0,1043.0,"236,412,453",236.0,11.3,2012.0
101195,,Sing,,,,846%,42.7%,57.3%,75.0,2010's,271.0,364.0,"634,338,384",634.0,8.5,2016.0
101196,,Sing 2,,,,479%,40.0%,60.0%,85.0,2020's,163.0,245.0,"407,452,213",407.0,4.8,2021.0
101197,,Sinister,,,,2590%,61.9%,38.1%,3.0,2010's,48.0,296.0,"77,712,439",78.0,25.9,2012.0
